Code,ID,Annotation
[J],KOG0458,Elongation factor 1 alpha
[J],KOG0459,Polypeptide release factor 3
[J],KOG0460,Mitochondrial translation elongation factor Tu
[J],KOG0461,Selenocysteine-specific elongation factor
[J],KOG0462,Elongation factor-type GTP-binding protein
[R],KOG0463,GTP-binding protein GP-1
[J],KOG0464,Elongation factor G
[J],KOG0465,Mitochondrial elongation factor
[J],KOG0466,Translation initiation factor 2 gamma subunit (eIF-2gamma; GTPase)
[J],KOG0467,Translation elongation factor 2/ribosome biogenesis protein RIA1 and related proteins
[J],KOG0468,U5 snRNP-specific protein
[J],KOG0469,Elongation factor 2
[G],KOG0470,14-alpha-glucan branching enzyme/starch branching enzyme II
[G],KOG0471,Alpha-amylase
[S],KOG0472,Leucine-rich repeat protein
[S],KOG0473,Leucine-rich repeat protein
[P],KOG0474,Cl- channel CLC-7 and related proteins (CLC superfamily)
[P],KOG0475,Cl- channel CLC-3 and related proteins (CLC superfamily)
[P],KOG0476,Cl- channel CLC-2 and related proteins (CLC superfamily)
[L],KOG0477,DNA replication licensing factor MCM2 component
[L],KOG0478,DNA replication licensing factor MCM4 component
[L],KOG0479,DNA replication licensing factor MCM3 component
[L],KOG0480,DNA replication licensing factor MCM6 component
[L],KOG0481,DNA replication licensing factor MCM5 component
[L],KOG0482,DNA replication licensing factor MCM7 component
[K],KOG0483,Transcription factor HEX contains HOX and HALZ domains
[K],KOG0484,Transcription factor PHOX2/ARIX contains HOX domain
[K],KOG0485,Transcription factor NKX-5.1/HMX1 contains HOX domain
[K],KOG0486,Transcription factor PTX1 contains HOX domain
[K],KOG0487,Transcription factor Abd-B contains HOX domain
[R],KOG0488,Transcription factor BarH and related HOX domain proteins
[R],KOG0489,Transcription factor zerknullt and related HOX domain proteins
[R],KOG0490,Transcription factor contains HOX domain
[R],KOG0491,Transcription factor BSH contains HOX domain
[R],KOG0492,Transcription factor MSH contains HOX domain
[R],KOG0493,Transcription factor Engrailed contains HOX domain
[R],KOG0494,Transcription factor CHX10 and related HOX domain proteins
[A],KOG0495,HAT repeat protein
[G],KOG0496,Beta-galactosidase
[I],KOG0497,Oxidosqualene-lanosterol cyclase and related proteins
[PT],KOG0498,K+-channel ERG and related proteins contain PAS/PAC sensor domain
[PT],KOG0499,Cyclic nucleotide-gated cation channel CNCG4
[PT],KOG0500,Cyclic nucleotide-gated cation channel CNGA1-3 and related proteins
[P],KOG0501,K+-channel KCNQ
[R],KOG0502,Integral membrane ankyrin-repeat protein Kidins220 (protein kinase D substrate)
[E],KOG0503,Asparaginase
[R],KOG0504,FOG: Ankyrin repeat
[OT],KOG0505,Myosin phosphatase regulatory subunit
[E],KOG0506,Glutaminase (contains ankyrin repeat)
[T],KOG0507,CASK-interacting adaptor protein (caskin) and related proteins with ankyrin repeats and SAM domain
[R],KOG0508,Ankyrin repeat protein
[R],KOG0509,Ankyrin repeat and DHHC-type Zn-finger domain containing proteins
[R],KOG0510,Ankyrin repeat protein
[R],KOG0511,Ankyrin repeat protein
[K],KOG0512,Fetal globin-inducing factor (contains ankyrin repeats)
[I],KOG0513,Ca2+-independent phospholipase A2
[R],KOG0514,Ankyrin repeat protein
[D],KOG0515,p53-interacting protein 53BP/ASPP contains ankyrin and SH3 domains
[Z],KOG0516,Dystonin GAS (Growth-arrest-specific protein) and related proteins
[Z],KOG0517,Beta-spectrin
[Z],KOG0518,Actin-binding cytoskeleton protein filamin
[T],KOG0519,Sensory transduction histidine kinase
[S],KOG0520,Uncharacterized conserved protein contains IPT/TIG domain
[T],KOG0521,Putative GTPase activating proteins (GAPs)
[R],KOG0522,Ankyrin repeat protein
[G],KOG0523,Transketolase
[C],KOG0524,Pyruvate dehydrogenase E1 beta subunit
[C],KOG0525,Branched chain alpha-keto acid dehydrogenase E1 beta subunit
[KLB],KOG0526,Nucleosome-binding factor SPN POB3 subunit
[K],KOG0527,HMG-box transcription factor
[K],KOG0528,HMG-box transcription factor SOX5
[O],KOG0529,Protein geranylgeranyltransferase type II alpha subunit
[O],KOG0530,Protein farnesyltransferase alpha subunit/protein geranylgeranyltransferase type I alpha subunit
[T],KOG0531,Protein phosphatase 1 regulatory subunit and related proteins
[Z],KOG0532,Leucine-rich repeat (LRR) protein contains calponin homology domain
[A],KOG0533,RRM motif-containing protein
[HC],KOG0534,NADH-cytochrome b-5 reductase
[C],KOG0535,Sulfite oxidase molybdopterin-binding component
[C],KOG0536,Flavohemoprotein b5+b5R
[C],KOG0537,Cytochrome b5
[C],KOG0538,Glycolate oxidase
[I],KOG0539,Sphingolipid fatty acid hydroxylase
[EI],KOG0540,3-Methylcrotonyl-CoA carboxylase non-biotin containing 
[O],KOG0541,Alkyl hydroperoxide reductase/peroxiredoxin
[L],KOG0542,Predicted exonuclease
[O],KOG0543,FKBP-type peptidyl-prolyl cis-trans isomerase
[O],KOG0544,FKBP-type peptidyl-prolyl cis-trans isomerase
[O],KOG0545,Aryl-hydrocarbon receptor-interacting protein
[O],KOG0546,HSP90 co-chaperone CPR7/Cyclophilin
[U],KOG0547,Translocase of outer mitochondrial membrane complex subunit TOM70/TOM72
[O],KOG0548,Molecular co-chaperone STI1
[O],KOG0549,FKBP-type peptidyl-prolyl cis-trans isomerase
[O],KOG0550,Molecular chaperone (DnaJ superfamily)
[O],KOG0551,Hsp90 co-chaperone CNS1 (contains TPR repeats)
[O],KOG0552,FKBP-type peptidyl-prolyl cis-trans isomerase
[R],KOG0553,TPR repeat-containing protein
[J],KOG0554,Asparaginyl-tRNA synthetase (mitochondrial)
[J],KOG0555,Asparaginyl-tRNA synthetase
[J],KOG0556,Aspartyl-tRNA synthetase
[C],KOG0557,Dihydrolipoamide acetyltransferase
[C],KOG0558,Dihydrolipoamide transacylase (alpha-keto acid dehydrogenase E2 subunit)
[C],KOG0559,Dihydrolipoamide succinyltransferase (2-oxoglutarate dehydrogenase E2 subunit)
[P],KOG0560,Sulfite reductase (ferredoxin)
[K],KOG0561,bHLH transcription factor
[R],KOG0562,Predicted hydrolase (HIT family)
[G],KOG0563,Glucose-6-phosphate 1-dehydrogenase
[E],KOG0564,510-methylenetetrahydrofolate reductase
[U],KOG0565,Inositol polyphosphate 5-phosphatase and related proteins
[U],KOG0566,Inositol-145-triphosphate 5-phosphatase (synaptojanin) INP51/INP52/INP53 family
[R],KOG0567,HEAT repeat-containing protein
[O],KOG0568,Molecular chaperone (DnaJ superfamily)
[G],KOG0569,Permease of the major facilitator superfamily
[K],KOG0570,Transcriptional coactivator
[E],KOG0571,Asparagine synthase (glutamine-hydrolyzing)
[F],KOG0572,Glutamine phosphoribosylpyrophosphate amidotransferase
[E],KOG0573,Asparagine synthase
[T],KOG0574,STE20-like serine/threonine kinase MST
[D],KOG0575,Polo-like serine/threonine protein kinase
[T],KOG0576,Mitogen-activated protein kinase kinase kinase kinase (MAP4K) germinal center kinase family
[T],KOG0577,Serine/threonine protein kinase
[T],KOG0578,p21-activated serine/threonine protein kinase
[T],KOG0579,Ste20-like serine/threonine protein kinase
[D],KOG0580,Serine/threonine protein kinase
[T],KOG0581,Mitogen-activated protein kinase kinase (MAP2K)
[T],KOG0582,Ste20-like serine/threonine protein kinase
[T],KOG0583,Serine/threonine protein kinase
[R],KOG0584,Serine/threonine protein kinase
[T],KOG0585,Ca2+/calmodulin-dependent protein kinase kinase beta and related serine/threonine protein kinases
[R],KOG0586,Serine/threonine protein kinase
[T],KOG0587,Traf2- and Nck-interacting kinase and related germinal center kinase (GCK) family protein kinases
[D],KOG0588,Serine/threonine protein kinase
[R],KOG0589,Serine/threonine protein kinase
[D],KOG0590,Checkpoint kinase and related serine/threonine protein kinases
[D],KOG0591,NIMA (never in mitosis)-related G2-specific serine/threonine protein kinase
[T],KOG0592,3-phosphoinositide-dependent protein kinase (PDK1)
[R],KOG0593,Predicted protein kinase KKIAMRE
[R],KOG0594,Protein kinase PCTAIRE and related kinases
[OUT],KOG0595,Serine/threonine-protein kinase involved in autophagy
[D],KOG0596,Dual specificity; serine/threonine and tyrosine kinase
[R],KOG0597,Serine-threonine protein kinase FUSED
[RT],KOG0598,Ribosomal protein S6 kinase and related proteins
[G],KOG0599,Phosphorylase kinase gamma subunit
[D],KOG0600,Cdc2-related protein kinase
[D],KOG0601,Cyclin-dependent kinase WEE1
[G],KOG0602,Neutral trehalase
[T],KOG0603,Ribosomal protein S6 kinase
[T],KOG0604,MAP kinase-activated protein kinase 2
[R],KOG0605,NDR and related serine/threonine kinases
[TR],KOG0606,Microtubule-associated serine/threonine kinase and related proteins
[T],KOG0607,MAP kinase-interacting kinase and related serine/threonine protein kinases
[D],KOG0608,Warts/lats-like serine threonine kinases
[T],KOG0609,Calcium/calmodulin-dependent serine protein kinase/membrane-associated guanylate kinase
[R],KOG0610,Putative serine/threonine protein kinase
[R],KOG0611,Predicted serine/threonine protein kinase
[T],KOG0612,Rho-associated coiled-coil containing protein kinase
[Z],KOG0613,Projectin/twitchin and related proteins
[T],KOG0614,cGMP-dependent protein kinase
[D],KOG0615,Serine/threonine protein kinase Chk2 and related proteins
[T],KOG0616,cAMP-dependent protein kinase catalytic subunit (PKA)
[T],KOG0617,Ras suppressor protein (contains leucine-rich repeats)
[T],KOG0618,Serine/threonine phosphatase 2C containing leucine-rich repeats similar to SCN circadian oscillatory protein (SCOP)
[R],KOG0619,FOG: Leucine rich repeat
[K],KOG0620,Glucose-repressible alcohol dehydrogenase transcriptional effector CCR4 and related proteins
[M],KOG0621,Phospholipid scramblase
[E],KOG0622,Ornithine decarboxylase
[E],KOG0623,Glutamine amidotransferase/cyclase
[V],KOG0624,dsRNA-activated protein kinase inhibitor P58 contains TPR and DnaJ domains
[G],KOG0625,Phosphoglucomutase
[G],KOG0626,Beta-glucosidase lactase phlorizinhydrolase and related proteins
[K],KOG0627,Heat shock transcription factor
[E],KOG0628,Aromatic-L-amino-acid/L-histidine decarboxylase
[E],KOG0629,Glutamate decarboxylase and related proteins
[E],KOG0630,Predicted pyridoxal-dependent decarboxylase
[G],KOG0631,Galactokinase
[P],KOG0632,Phytochelatin synthase
[E],KOG0633,Histidinol phosphate aminotransferase
[E],KOG0634,Aromatic amino acid aminotransferase and related proteins
[P],KOG0635,Adenosine 5'-phosphosulfate kinase
[P],KOG0636,ATP sulfurylase (sulfate adenylyltransferase)
[G],KOG0637,Sucrose transporter and related proteins
[E],KOG0638,4-hydroxyphenylpyruvate dioxygenase
[B],KOG0639,Transducin-like enhancer of split protein (contains WD40 repeats)
[A],KOG0640,mRNA cleavage stimulating factor complex; subunit 1
[R],KOG0641,WD40 repeat protein
[D],KOG0642,Cell-cycle nuclear protein contains WD-40 repeats
[JT],KOG0643,Translation initiation factor 3 subunit i (eIF-3i)/TGF-beta receptor-interacting protein (TRIP-1)
[R],KOG0644,Uncharacterized conserved protein contains WD40 repeat and BROMO domains
[R],KOG0645,WD40 repeat protein
[R],KOG0646,WD40 repeat protein
[A],KOG0647,mRNA export protein (contains WD40 repeats)
[T],KOG0648,Predicted NUDIX hydrolase FGF-2 and related proteins
[R],KOG0649,WD40 repeat protein
[J],KOG0650,WD40 repeat nucleolar protein Bop1 involved in ribosome biogenesis
[O],KOG0651,26S proteasome regulatory complex ATPase RPT4
[O],KOG0652,26S proteasome regulatory complex ATPase RPT5
[D],KOG0653,Cyclin B and related kinase-activating proteins
[D],KOG0654,G2/Mitotic-specific cyclin A
[D],KOG0655,G1/S-specific cyclin E
[D],KOG0656,G1/S-specific cyclin D
[G],KOG0657,Glyceraldehyde 3-phosphate dehydrogenase
[G],KOG0658,Glycogen synthase kinase-3
[DKL],KOG0659,Cdk activating kinase (CAK)/RNA polymerase II 
[T],KOG0660,Mitogen-activated protein kinase
[T],KOG0661,MAPK related serine/threonine protein kinase
[UT],KOG0662,Cyclin-dependent kinase CDK5
[R],KOG0663,Protein kinase PITSLRE and related kinases
[T],KOG0664,Nemo-like MAPK-related serine/threonine protein kinase
[T],KOG0665,Jun-N-terminal kinase (JNK)
[K],KOG0666,Cyclin C-dependent kinase CDK8
[R],KOG0667,Dual-specificity tyrosine-phosphorylation regulated kinase
[TDK],KOG0668,Casein kinase II alpha subunit
[D],KOG0669,Cyclin T-dependent kinase CDK9
[A],KOG0670,U4/U6-associated splicing factor PRP4
[T],KOG0671,LAMMER dual specificity kinases
[PD],KOG0672,Halotolerance protein HAL3 (contains flavoprotein domain)
[F],KOG0673,Thymidylate synthase
[O],KOG0674,Calreticulin
[O],KOG0675,Calnexin
[Z],KOG0676,Actin and related proteins
[Z],KOG0677,Actin-related protein Arp2/3 complex subunit Arp2
[Z],KOG0678,Actin-related protein Arp2/3 complex subunit Arp3
[Z],KOG0679,Actin-related protein - Arp4p/Act3p
[Z],KOG0680,Actin-related protein - Arp6p
[Z],KOG0681,Actin-related protein - Arp5p
[P],KOG0682,Ammonia permease
[E],KOG0683,Glutamine synthetase
[Q],KOG0684,Cytochrome P450
[H],KOG0685,Flavin-containing amine oxidase
[OT],KOG0686,COP9 signalosome subunit CSN1
[O],KOG0687,26S proteasome regulatory complex subunit RPN7/PSMD6
[J],KOG0688,Peptide chain release factor 1 (eRF1)
[T],KOG0689,Guanine nucleotide exchange factor for Rho and Rac GTPases
[T],KOG0690,Serine/threonine protein kinase
[O],KOG0691,Molecular chaperone (DnaJ superfamily)
[E],KOG0692,Pentafunctional AROM protein
[I],KOG0693,Myo-inositol-1-phosphate synthase
[T],KOG0694,Serine/threonine protein kinase
[T],KOG0695,Serine/threonine protein kinase
[T],KOG0696,Serine/threonine protein kinase
[T],KOG0697,Protein phosphatase 1B (formerly 2C)
[T],KOG0698,Serine/threonine protein phosphatase
[T],KOG0699,Serine/threonine protein phosphatase
[T],KOG0700,Protein phosphatase 2C/pyruvate dehydrogenase (lipoamide) phosphatase
[A],KOG0701,dsRNA-specific nuclease Dicer and related ribonucleases
[T],KOG0702,Predicted GTPase-activating protein
[T],KOG0703,Predicted GTPase-activating protein
[TUZ],KOG0704,ADP-ribosylation factor GTPase activator
[T],KOG0705,GTPase-activating protein Centaurin gamma (contains Ras-like GTPase PH and ankyrin repeat domains)
[T],KOG0706,Predicted GTPase-activating protein
[F],KOG0707,Guanylate kinase
[F],KOG0708,Membrane-associated guanylate kinase MAGUK (contains PDZ SH3 HOOK and GUK domains)
[K],KOG0709,CREB/ATF family transcription factor
[O],KOG0710,Molecular chaperone (small heat-shock protein Hsp26/Hsp42)
[H],KOG0711,Polyprenyl synthetase
[O],KOG0712,Molecular chaperone (DnaJ superfamily)
[O],KOG0713,Molecular chaperone (DnaJ superfamily)
[O],KOG0714,Molecular chaperone (DnaJ superfamily)
[O],KOG0715,Molecular chaperone (DnaJ superfamily)
[O],KOG0716,Molecular chaperone (DnaJ superfamily)
[O],KOG0717,Molecular chaperone (DnaJ superfamily)
[O],KOG0718,Molecular chaperone (DnaJ superfamily)
[O],KOG0719,Molecular chaperone (DnaJ superfamily)
[O],KOG0720,Molecular chaperone (DnaJ superfamily)
[O],KOG0721,Molecular chaperone (DnaJ superfamily)
[O],KOG0722,Molecular chaperone (DnaJ superfamily)
[O],KOG0723,Molecular chaperone (DnaJ superfamily)
[O],KOG0724,Zuotin and related molecular chaperones (DnaJ superfamily) contains DNA-binding domains
[R],KOG0725,Reductases with broad range of substrate specificities
[O],KOG0726,26S proteasome regulatory complex ATPase RPT2
[O],KOG0727,26S proteasome regulatory complex ATPase RPT3
[O],KOG0728,26S proteasome regulatory complex ATPase RPT6
[O],KOG0729,26S proteasome regulatory complex ATPase RPT1
[O],KOG0730,AAA+-type ATPase
[O],KOG0731,AAA+-type ATPase containing the peptidase M41 domain
[O],KOG0732,AAA+-type ATPase containing the bromodomain
[O],KOG0733,Nuclear AAA ATPase (VCP subfamily)
[O],KOG0734,AAA+-type ATPase containing the peptidase M41 domain
[O],KOG0735,AAA+-type ATPase
[O],KOG0736,Peroxisome assembly factor 2 containing the AAA+-type ATPase domain
[O],KOG0737,AAA+-type ATPase
[O],KOG0738,AAA+-type ATPase
[O],KOG0739,AAA+-type ATPase
[O],KOG0740,AAA+-type ATPase
[O],KOG0741,AAA+-type ATPase
[O],KOG0742,AAA+-type ATPase
[O],KOG0743,AAA+-type ATPase
[O],KOG0744,AAA+-type ATPase
[O],KOG0745,Putative ATP-dependent Clp-type protease (AAA+ ATPase superfamily)
[J],KOG0746,60S ribosomal protein L3 and related proteins
[G],KOG0747,Putative NAD+-dependent epimerases
[RT],KOG0748,Predicted membrane proteins contain hemolysin III domain
[C],KOG0749,Mitochondrial ADP/ATP carrier proteins
[C],KOG0750,Mitochondrial solute carrier protein
[C],KOG0751,Mitochondrial aspartate/glutamate carrier protein Aralar/Citrin (contains EF-hand Ca2+-binding domains)
[C],KOG0752,Mitochondrial solute carrier protein
[C],KOG0753,Mitochondrial fatty acid anion carrier protein/Uncoupling protein
[C],KOG0754,Mitochondrial oxodicarboxylate carrier protein
[C],KOG0755,Mitochondrial oxaloacetate carrier protein
[C],KOG0756,Mitochondrial tricarboxylate/dicarboxylate carrier proteins
[C],KOG0757,Mitochondrial carrier protein - Rim2p/Mrs12p
[C],KOG0758,Mitochondrial carnitine-acylcarnitine carrier protein
[C],KOG0759,Mitochondrial oxoglutarate/malate carrier proteins
[C],KOG0760,Mitochondrial carrier protein MRS3/4
[C],KOG0761,Mitochondrial carrier protein CGI-69
[C],KOG0762,Mitochondrial carrier protein
[C],KOG0763,Mitochondrial ornithine transporter
[C],KOG0764,Mitochondrial FAD carrier protein
[C],KOG0765,Predicted mitochondrial carrier protein
[C],KOG0766,Predicted mitochondrial carrier protein
[C],KOG0767,Mitochondrial phosphate carrier protein
[C],KOG0768,Mitochondrial carrier protein PET8
[C],KOG0769,Predicted mitochondrial carrier protein
[C],KOG0770,Predicted mitochondrial carrier protein
[U],KOG0771,Prolactin regulatory element-binding protein/Protein transport protein SEC12p
[S],KOG0772,Uncharacterized conserved protein contains WD40 repeat
[K],KOG0773,Transcription factor MEIS1 and related HOX domain proteins
[K],KOG0774,Transcription factor PBX and related HOX domain proteins
[K],KOG0775,Transcription factor SIX and related HOX domain proteins
[H],KOG0776,Geranylgeranyl pyrophosphate synthase/Polyprenyl synthetase
[H],KOG0777,Geranylgeranyl pyrophosphate synthase/Polyprenyl synthetase
[O],KOG0778,Protease Ulp1 family
[O],KOG0779,Protease Ulp1 family
[U],KOG0780,Signal recognition particle subunit Srp54
[U],KOG0781,Signal recognition particle receptor alpha subunit
[T],KOG0782,Predicted diacylglycerol kinase
[S],KOG0783,Uncharacterized conserved protein contains ankyrin and BTB/POZ domains
[E],KOG0784,Isocitrate dehydrogenase gamma subunit
[E],KOG0785,Isocitrate dehydrogenase alpha subunit
[E],KOG0786,3-isopropylmalate dehydrogenase
[T],KOG0787,Dehydrogenase kinase
[T],KOG0788,S-adenosylmethionine decarboxylase
[T],KOG0789,Protein tyrosine phosphatase
[T],KOG0790,Protein tyrosine phosphatase Corkscrew and related SH2 domain enzymes
[T],KOG0791,Protein tyrosine phosphatase contains fn3 domain
[T],KOG0792,Protein tyrosine phosphatase PTPMEG contains FERM domain
[T],KOG0793,Protein tyrosine phosphatase
[K],KOG0794,CDK8 kinase-activating protein cyclin C
[E],KOG0795,Chorismate mutase
[A],KOG0796,Spliceosome subunit
[Z],KOG0797,Actin-related protein
[D],KOG0798,Uncharacterized conserved protein
[G],KOG0799,Branching enzyme
[O],KOG0800,FOG: Predicted E3 ubiquitin ligase
[O],KOG0801,Predicted E3 ubiquitin ligase
